gpsno,prob,rank_pct,calib_flag,model_version
95300762,0.427969,0.954,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301079,0.493431,0.976,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303861,0.073337,0.61,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301543,0.442261,0.964,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201246,0.236712,0.816,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301049,0.337039,0.902,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303322,0.301425,0.872,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302451,0.366824,0.922,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300858,0.294568,0.866,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300659,0.297997,0.87,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300945,0.311799,0.878,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300740,0.282251,0.86,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301151,0.394524,0.94,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300787,0.329951,0.89,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303158,0.442046,0.962,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302720,0.320216,0.882,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300760,0.363797,0.92,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300859,0.550965,0.99,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301497,0.49617,0.98,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300606,0.528425,0.986,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301529,0.258205,0.842,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300122,0.050634,0.508,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302035,0.231148,0.81,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301107,0.195448,0.782,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301219,0.192017,0.78,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302577,0.102989,0.692,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302737,0.022418,0.154,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303167,0.060234,0.558,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302668,0.032047,0.286,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302903,0.031718,0.282,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302177,0.015891,0.066,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303406,0.03332,0.306,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301651,0.030983,0.262,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302664,0.047038,0.468,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301439,0.071226,0.604,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301351,0.101445,0.688,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302281,0.0241,0.174,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300836,0.083424,0.64,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303730,0.049199,0.486,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303368,0.055561,0.542,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301353,0.044274,0.444,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300642,0.274154,0.856,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300737,0.083447,0.642,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301660,0.060604,0.564,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302364,0.048432,0.476,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201609,0.087321,0.654,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200741,0.046287,0.456,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201850,0.1783,0.764,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302771,0.055108,0.534,raw_oof_fusion_corrected,sprint-g8v6-corrected
95800549,0.018584,0.104,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303988,0.006648,0.002,raw_oof_fusion_corrected,sprint-g8v6-corrected
95800455,0.259162,0.844,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302652,0.099911,0.684,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302466,0.022051,0.15,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301198,0.032151,0.292,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200904,0.163675,0.748,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200900,0.359234,0.914,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200699,0.04911,0.482,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200489,0.153548,0.742,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201040,0.061458,0.574,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303137,0.254561,0.832,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302009,0.065413,0.59,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302015,0.071945,0.606,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303263,0.294942,0.868,raw_oof_fusion_corrected,sprint-g8v6-corrected
95801991,0.012231,0.024,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301673,0.028612,0.236,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300880,0.021753,0.142,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303168,0.050422,0.504,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300835,0.035035,0.322,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301152,0.096969,0.672,raw_oof_fusion_corrected,sprint-g8v6-corrected
95800214,0.219004,0.8,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301105,0.065027,0.588,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302707,0.030107,0.254,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300262,0.08821,0.658,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303622,0.024988,0.184,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303549,0.184198,0.772,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201197,0.309847,0.876,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301394,0.101854,0.69,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302850,0.047329,0.47,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302413,0.033724,0.314,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303608,0.090239,0.666,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300064,0.21707,0.796,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301656,0.024221,0.178,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300568,0.030653,0.258,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300862,0.18123,0.77,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300888,0.33224,0.894,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300931,0.055389,0.538,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304015,0.086099,0.648,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300658,0.01667,0.068,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301732,0.025249,0.19,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301802,0.038459,0.382,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302328,0.058566,0.55,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303407,0.069802,0.598,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302186,0.03962,0.396,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302803,0.031513,0.276,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302759,0.020145,0.124,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302139,0.029564,0.242,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301199,0.081376,0.634,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201443,0.175633,0.758,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301029,0.037039,0.348,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300716,0.444029,0.966,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301648,0.029338,0.24,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303386,0.023375,0.166,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303518,0.035632,0.334,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301144,0.083358,0.638,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303155,0.024164,0.176,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200760,0.037503,0.36,raw_oof_fusion_corrected,sprint-g8v6-corrected
95800756,0.055548,0.54,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303940,0.039808,0.398,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303208,0.0784,0.63,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302198,0.040026,0.402,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303430,0.037625,0.366,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303216,0.041768,0.418,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303868,0.039386,0.394,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301399,0.01318,0.04,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304048,0.035935,0.338,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302602,0.028291,0.232,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300096,0.060099,0.556,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303514,0.041172,0.414,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301657,0.030837,0.26,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303152,0.070976,0.602,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300883,0.230728,0.808,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302801,0.048973,0.48,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201765,0.294213,0.864,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301659,0.13652,0.732,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303966,0.049403,0.488,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303849,0.031602,0.278,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301231,0.339239,0.904,raw_oof_fusion_corrected,sprint-g8v6-corrected
95202013,0.173706,0.754,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302813,0.025054,0.186,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303367,0.272433,0.854,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303653,0.033968,0.316,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302689,0.01364,0.056,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302733,0.031094,0.264,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300224,0.1895,0.776,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300702,0.187761,0.774,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300921,0.483728,0.972,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300566,0.381039,0.936,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301406,0.318557,0.88,raw_oof_fusion_corrected,sprint-g8v6-corrected
95305909,0.011351,0.009,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303787,0.412409,0.95,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302390,0.191371,0.778,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300592,0.174867,0.756,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304343,0.018584,0.104,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200789,0.042111,0.422,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303521,0.025147,0.188,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300668,0.149124,0.738,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301303,0.170093,0.752,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300902,0.256517,0.836,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301101,0.394711,0.942,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301480,0.331877,0.892,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301320,0.350431,0.912,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303016,0.045145,0.448,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301663,0.032922,0.298,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303095,0.416526,0.952,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300892,0.323535,0.888,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302698,0.027938,0.224,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200404,0.086239,0.65,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302604,0.027717,0.22,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301286,0.049123,0.484,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301584,0.037981,0.37,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303331,0.043278,0.43,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301471,0.178164,0.762,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302154,0.024083,0.172,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303226,0.030447,0.256,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302436,0.017468,0.074,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300586,0.135738,0.73,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300141,0.094195,0.668,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302179,0.038756,0.386,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300752,0.120809,0.718,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302816,0.060988,0.572,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303511,0.032064,0.288,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302886,0.022494,0.156,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302648,0.126762,0.724,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303858,0.043047,0.426,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302487,0.050576,0.506,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301814,0.01498,0.062,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303474,0.012632,0.036,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300054,0.031214,0.266,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303504,0.132051,0.728,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301685,0.014222,0.058,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302324,0.043672,0.436,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303124,0.016716,0.07,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303434,0.022934,0.16,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200827,0.0635,0.58,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303953,0.027937,0.222,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302873,0.073786,0.616,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301695,0.027186,0.216,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301279,0.056143,0.544,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302928,0.052802,0.522,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303771,0.049593,0.494,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303879,0.052539,0.52,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301504,0.347819,0.91,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302073,0.037363,0.354,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301862,0.032596,0.294,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200727,0.159249,0.744,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302969,0.036931,0.344,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304447,0.140267,0.734,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302662,0.218615,0.798,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302323,0.050002,0.5,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302926,0.046741,0.464,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303535,0.048544,0.478,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301694,0.035461,0.33,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304000,0.038855,0.388,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302080,0.035145,0.324,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301700,0.020058,0.122,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302142,0.097077,0.674,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303585,0.029211,0.238,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201809,0.108102,0.696,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301962,0.027653,0.218,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301638,0.018846,0.114,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301562,0.060465,0.56,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304014,0.069567,0.596,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300672,0.026533,0.208,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303589,0.015622,0.064,raw_oof_fusion_corrected,sprint-g8v6-corrected
95800038,0.041279,0.416,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302753,0.087833,0.656,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303664,0.059362,0.552,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302380,0.016956,0.072,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302176,0.072709,0.608,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300042,0.066921,0.592,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303980,0.022409,0.152,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303381,0.073829,0.618,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303192,0.043238,0.428,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302286,0.122808,0.72,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303584,0.040956,0.406,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301725,0.025726,0.192,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302457,0.031459,0.274,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301683,0.021237,0.134,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303417,0.086096,0.646,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303372,0.060475,0.562,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302432,0.019637,0.12,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303701,0.131029,0.726,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302312,0.037291,0.352,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301555,0.037957,0.368,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303135,0.046397,0.458,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300698,0.176144,0.76,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302007,0.03352,0.308,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303519,0.043579,0.434,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302401,0.044616,0.446,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301082,0.209144,0.79,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300222,0.111562,0.7,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301812,0.060967,0.57,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303444,0.23798,0.822,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201513,0.321973,0.886,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301496,0.291513,0.862,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303756,0.038336,0.38,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302793,0.014406,0.06,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302730,0.068836,0.594,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303312,0.049476,0.492,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301748,0.047871,0.474,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303395,0.037438,0.358,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302944,0.088786,0.66,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303551,0.114125,0.706,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302927,0.043929,0.438,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303865,0.031283,0.268,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302785,0.033629,0.312,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302480,0.028163,0.23,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303839,0.039967,0.4,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302653,0.070078,0.6,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303448,0.098382,0.68,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302347,0.031846,0.284,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302694,0.073929,0.62,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301616,0.023189,0.164,raw_oof_fusion_corrected,sprint-g8v6-corrected
95200550,0.28003,0.858,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302599,0.034493,0.318,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302991,0.036113,0.34,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303398,0.044113,0.44,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302268,0.034924,0.32,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303411,0.02619,0.2,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303101,0.021162,0.132,raw_oof_fusion_corrected,sprint-g8v6-corrected
95201323,0.097263,0.676,raw_oof_fusion_corrected,sprint-g8v6-corrected
95300676,0.050024,0.502,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303204,0.0608,0.568,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302463,0.054454,0.53,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302511,0.027063,0.212,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301155,0.035904,0.336,raw_oof_fusion_corrected,sprint-g8v6-corrected
95301860,0.045653,0.45,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303577,0.022003,0.146,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302185,0.063857,0.582,raw_oof_fusion_corrected,sprint-g8v6-corrected
95304993,0.335709,0.896,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302837,0.033305,0.302,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303612,0.023119,0.162,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302082,0.02062,0.128,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302153,0.020152,0.126,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302403,0.033315,0.304,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302524,0.046939,0.466,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303002,0.031431,0.272,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302799,0.031606,0.28,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302620,0.056759,0.546,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302982,0.073506,0.612,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303424,0.021677,0.14,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303740,0.042037,0.42,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302965,0.075511,0.622,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303615,0.026481,0.206,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303736,0.019591,0.118,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303554,0.026645,0.21,raw_oof_fusion_corrected,sprint-g8v6-corrected
95302746,0.055208,0.536,raw_oof_fusion_corrected,sprint-g8v6-corrected
95303806,0.011626,0.012,raw_oof_fusion_corrected,sprint-g8v6-corrected
